जाता,,जा,ता
रूपए,,रूपए,
बिछाने,,बिछा,ने
कक्षाओं,,कक्षा,ओं
मढनेवाला,,मढनेवाला,
खानाबदोशों,,खानाबदोश,ों
पाँवफिरा,,पाँवफिरा,
चड्डी,,चड्डी,
असाम्य,,असाम्य,
झट,,झट,
मतूशेलह,,मतूशेलह,
झाल,,झाल,
दुःखित,,दुःखित,
ताड़ना,,ताड़,ना
गुथा,,गुथा,
तरंगित,,तरंग,ित
श्रवणीय,,श्रवण,ीय
दर्जी,,दर्जी,
साउथैम्प्टन,,साउथैम्प्टन,
लद,,लद,
उच्चमान,,उच्चमान,
भिक्षुकावास,,भिक्षुकावास,
सूसी,,सूसी,
नाज़ीर,,नाज़ीर,
किपार्क,,किपार्क,
हँसकर,,हँसकर,
आत्मवादी,,आत्मवादी,
काल,,काल,
अाइए,,अा,इए
औजर,,औजर,
घोड़ाफाटक,,घोड़ाफाटक,
शक्तिमापी,,शक्तिमाप,ी
दलों,,दल,ों
समलंबक,,समलंबक,
टिन,,टिन,
जोशीला,,जोश,ीला
कोशिकाभित्ति,,कोशिकाभित्ति,
सहृदयतापूर्ण,,सहृदयतापूर्ण,
कर्णपाली,,कर्णपाली,
सानंद,,सानंद,
गावदुम,,गावदुम,
शुद्धीकरण,,शुद्धीकरण,
लदीअसंख्य,,लदीअसंख्य,
सर्वशाक्तिवान,,सर्वशाक्तिवान,
लेखांश,,लेखांश,
लूटेरा,,लूटेरा,
म्त्ं,,म्त्ं,
परमेश्वरत्व,,परमेश्वरत्व,
हेस्रो,,हेस्रो,
निर्जलित,,निर्जलित,
बस्तियों,,बस्ति,यों
गृहस्वामिनी,,गृहस्वामिनी,
रिफान,,रिफान,
पहिनने,,पहिन,ने
डाटदार,,डाटदार,
ऐंटरप्राइज़,,ऐंटरप्राइज़,
पापबलि,,पापबलि,
सहिष्णुता,,सहिष्णु,ता
निकरागुआई,,निकरागुआई,
अभिलाषा,,अभिलाषा,
दुष्तोषणीय,,दुष्तोषण,ीय
श्रेणीबद्ध,,श्रेणीबद्ध,
बलबेयरिंग,,बलबेयरिंग,
विरूध्द,,विरूध्द,
बछिर्यां,,बछिर्यां,
सुमर,,सुमर,
बच्चोंवा,,बच्चोंवा,
जोखिमों,,जोखिम,ों
आने,,आ,ने
अमरबेल,,अमरबेल,
जावा,,जावा,
दाव,,दाव,
सेतुबंध,,सेतुबंध,
मछलीई,,मछली,ई
बत्त्ख,,बत्त्ख,
खदबदाना,,खदबदाना,
अदिश,,अदिश,
जानकारीमय,,जानकार,ीमय
बुनवाना,,बुन,वाना
साहूकारी,,साहूकार,ी
नियमावली,,नियमावली,
तांर,,तांर,
तलोंवाली,,तलोंवाली,
अपरिचय,,अपरिचय,
दंश,,दंश,
झंडों,,झंड,ों
अतिरंज्नापूर्ण,,अतिरंज्नापूर्ण,
संवेदनशून्य,,संवेदनशून्य,
सन्धिपत्र,,सन्धिपत्र,
बेहोंशी,,बेहोंशी,
पहिनेगा,,पहिन,ेगा
अपवित्रकारी,,अपवित्रकारी,
सुलग,,सुलग,
त्वचाविज्ञान,,त्वचाविज्ञान,
झूठ्,,झूठ्,
गेंदबाज़,,गेंदबाज़,
गंजा,,गंजा,
सप्ताहान्त,,सप्ताहान्त,
छितराऊंगा,,छितराऊं,गा
बोली,,बोल,ी
व्यतिक्रम,,व्यतिक्रम,
अतिसक्रिय,,अतिसक्रिय,
अनुमोदित,,अनुमोद,ित
अवधिहीन,,अवधिहीन,
प्रमाणपट्र,,प्रमाणपट्र,
आकर्षित,,आकर्ष,ित
तन्ट्रअ,,तन्ट्रअ,
दुष्टतापूर्वक,,दुष्टतापूर्वक,
अधमी,,अधम,ी
चाकरी,,चाकर,ी
ख़्त्म,,ख़्त्म,
प्रकारअ,,प्रका,रअ
रहनेवालो,,रहनेवाला,ो
ब्रिल,,ब्रिल,
उमड़ेंगे,,उमड़,ेंगे
उड़ाअना,,उड़,ाअना
हंसती,,हंस,ती
इस्तगासा,,इस्तगासा,
आराधनालय,,आराधनालय,
दंगेबाज़,,दंगेबाज़,
कवयित्री,,कवयित्री,
कोषकक्ष,,कोषकक्ष,
प्रतिकृतियों,,प्रतिकृति,यों
ज्यादा,,ज्यादा,
टंकार,,टंकार,
मकभी,,मकभी,
एवज़ी,,एवज़ी,
भाव,,भाव,
अवकृपा,,अवकृपा,
होजैसे,,होजैसे,
स्थिरक,,स्थिरक,
सूँगना,,सूँगना,
सत्यानाश,,सत्यानाश,
सिंकर,,सिंकर,
पिनगद्दी,,पिनगद्दी,
रंगसाजी,,रंगसाजी,
हर्हूर,,हर्हूर,
प्लग,,प्लग,
अपरिभाष्य,,अपरिभाष्य,
चालि,,चालि,
अगिनबोट,,अगिनबोट,
नबुकदनेस्सर,,नबुकदनेस्सर,
नमनोन्नमनशीलता,,नमनोन्नमनशीलता,
दूरदृष्टि,,दूरदृष्टि,
किलो,,किलो,
सरसी,,सरसी,
अलौकिकता,,अलौकिक,ता
अध्यात्म,,अध्यात्म,
कर्तक,,कर्तक,
निराले,,निराला,े
डाक्टरी,,डाक्टर,ी
पीएगा,,पी,एगा
निर्मलता,,निर्मल,ता
फोड़कर,,फोड़कर,
जोड़,,जोड़,
मुक़ाबिल,,मुक़ाबिल,
उण्डेलते,,उण्डेल,ते
अतिक्रामी,,अतिक्रामी,
आह्लादित,,आह्लाद,ित
प्रक्षिप्त,,प्रक्षिप्त,
बर्त्न,,बर्त्न,
भारवाहक,,भारवाहक,
मंगोली,,मंगोली,
लागातर,,लागातर,
ठगपूर्ण,,ठगपूर्ण,
कसा,,कसा,
खाते,,खाता,े
दाबकर,,दाबकर,
समारोहिक,,समारोह,िक
गुल्फ,,गुल्फ,
बेचे,,बेच,े
खोजक,,खोजक,
बलमा,,बलमा,
अन्यजातियां,,अन्यजाति,यां
ज्ञानेंद्रिय,,ज्ञानेंद्रि,य
चित्रकारी,,चित्रकार,ी
पीयूष,,पीयूष,
अन्तिपास,,अन्तिपास,
बादहम,,बादहम,
स्टिल्टन,,स्टिल्टन,
अवसादमय,,अवसादमय,
सन्धया,,सन्धया,
पांडुलिपि,,पांडुलिपि,
रटते,,रट,ते
ओमेर,,ओमेर,
महान्यायवादी,,महान्यायवादी,
गिराऊंगा,,गिर,ाऊंगा
विवाहयोग्य,,विवाहयोग्य,
पांडु,,पांडु,
विहारस्थान,,विहारस्थान,
चटाका,,चटाका,
कासत्यापन,,कासत्यापन,
बैठा,,बैठ,ा
कहर,,कहर,
नित्यप्रति,,नित्यप्रति,
अव्यावहारिक,,अव्यावहार,िक
टिकठी,,टिकठी,
ठीकरे,,ठीकरा,े
ठेकेदार,,ठेकेदार,
सत्य,,सत्य,
गुज़र्ना,,गुज़र्ना,
पीप,,पीप,
नवमी,,नवमी,
पेलेत,,पेलेत,
ठहरें,,ठहर,ें
फ़ाइनल,,फ़ाइनल,
सुनसान,,सुनसान,
अतिक्रुद्ध,,अतिक्रुद्ध,
अष्टाधारी,,अष्टाधार,ी
योतबाता,,योतबाता,
मांट्रियल,,मांट्रियल,
प्ंअक्ति,,प्ंअक्ति,
आशंका,,आशंका,
अपगमन,,अपगमन,
अनुपस्थित,,अनुपस्थित,
फूटेंगे,,फूट,ेंगे
मूलरूप,,मूलरूप,
बहसबंदी,,बहसबंदी,
साम्हनेयहोवा,,साम्हनेयहोवा,
त्रिअंकी,,त्रिअंकी,
योग,,योग,
निश्चायक,,निश्चायक,
अमालेकी,,अमालेकी,
शांतचित्त,,शांतचित्त,
यकिनन,,यकिन,न
कीलीई,,कीलीई,
आत्मानुभूति,,आत्मानुभूति,
गड़बड़ाना,,गड़बड़,ाना
अथाह,,अथाह,
हांफता,,हांफ,ता
सहशिक्षा,,सहशिक्षा,
ममहत्त्वपूर्ण,म,महत्त्वपूर्ण,
खमध्य,,खमध्य,
समेकन,,समेकन,
बाजीगर,,बाजीगर,
टोटमी,,टोटमी,
पार्सल्,,पार्सल्,
पदस्पर्श,,पदस्पर्श,
दालना,,दालना,
कीमतें,,कीमत,ें
कौलेज,,कौलेज,
यद्‌यपि,,यद्‌यपि,
शंखेश,,शंखेश,
दुरी,,दुर,ी
पुरनियो,,पुरनी,ियो
मिलते,,मिल,ते
बिजली,,बिजली,
मसनद,,मसनद,
मुदित,,मुदित,
मेरोनोती,,मेरोनोती,
सीआ,,सीआ,
दाहनी,,दाहनी,
नापसन्दगी,,नापसन्द,गी
सोनारों,,सोनार,ों
स्वामियों,,स्वामी,ियों
ढलकते,,ढलक,ते
पुरातनपंथी,,पुरातनपंथी,
वृद्धिकर,,वृद्धिकर,
करोटि,,करोटि,
हरकारों,,हरकार,ों
पुण्यभूमि,,पुण्यभूमि,
वृति,,वृति,
बेपरवाह,,बेपरवाह,
दुर्गंधयुक्त,,दुर्गंधयुक्त,
रें,,रें,
बर्मन,,बर्मन,
सारमेय,,सारमेय,
अंगीवाची,,अंगीवाची,
दागा,,दागा,
लोमचर्म,,लोमचर्म,
चान्ट,,चान्ट,
सलमीस,,सलमीस,
विका,,विका,
अविरंजित,,अविरंजित,
मयखाना,,मयखाना,
देना,,दे,ना
अद्दान,,अद्दान,
अनुभवातीत,,अनुभव,ातीत
उपनगर,,उपनगर,
उन्नीसवाँ,,उन्नीस,वाँ
घन्टे,,घन्टा,े
पाउन्ड,,पाउन्ड,
स्थापन,,स्थापन,
कुल्हिया,,कुल्हिया,
पुनर्जन्म,,पुनर्जन्म,
तुम्हेंं,,तुम,्हेंं
तनावमुक्त,,तनावमुक्त,
उत्केन्द्रता,,उत्केन्द्र,ता
विलक्षणता,,विलक्षण,ता
दावे,,दावा,े
तरंगरूप,,तरंगरूप,
लघुमान,,लघुमान,
मुख्य,,मुख्य,
थप्पड़,,थप्पड़,
तरबूज,,तरबूज,
चिंतामग्न,,चिंतामग्न,
अबोधगम्य,,अबोधगम्य,
जलप्रसारित,,जलप्रसारित,
स्वर्णधान्य,,स्वर्णधान्य,
व्यक्तित्वहीन,,व्यक्तित्वहीन,
भक्ष्य,,भक्ष्य,
प्रथागत,,प्रथागत,
चरना,,चर,ना
संभावनाओं,,संभावना,ओं
ग्लस,,ग्लस,
मैंगनीज,,मैंगनीज,
संकुचित,,संकुचित,
मराजकीय,,मराजकीय,
हड्डियाँ,,हड्डी,ियाँ
प्रतिक्रियात्मकता,,प्रतिक्रिया,त्मकता
केंद्रवाद,,केंद्रवाद,
मालियों,,माली,ियों
मनोरोगमय,,मनोरोगमय,
छिपाऊंगा,,छिप,ाऊंगा
पन्थ,,पन्थ,
ढलकाना,,ढलक,ाना
राष्ट्रीयकृत,,राष्ट्रीयकृत,
कामला,,कामला,
मुंड़े,,मुंड़ा,े
वेत्ता,,वेत्ता,
नौक्टर्नम,,नौक्टर्नम,
जनहितार्थ,,जनहितार्थ,
अन्तर्राष्ट्रिय,,अन्तर्राष्ट्र,िय
दिव्,,दिव्,
विवाहिक,,विवाह,िक
भीमानी,,भीमानी,
पांए,,पांए,
नकलीपन,,नकलीपन,
हग,,हग,
बमवर्षक,,बमवर्षक,
बीमाकरणीय,,बीमाकरण,ीय
जानकारियों,,जानकार,ियों
सौंफ,,सौंफ,
दीखता,,दीखता,
ज़ँगली,,ज़ँगल,ी
कँटिया,,कँटिया,
पाकशाला,,पाकशाला,
सुक्कोत,,सुक्कोत,
दुराचारी,,दुराचार,ी
पलिविनायल,,पलिविनायल,
रिकर्डर,,रिकर्डर,
संवेदन्शीलता,,संवेदन्शील,ता
अभिनियम,,अभिनियम,
पासे,,पासा,े
नजरिया,,नजर,िया
अनुशीलन,,अनुशील,न
कृतकृत्य,,कृतकृत्य,
चकली,,चकली,
पराक्ष्ठा,,पराक्ष्ठा,
स्वार्थनिहित,,स्वार्थनिहित,
डूबी,,डूब,ी
कैदियों,,कैद,ियों
हबायाह,,हबायाह,
सीवनी,,सीवनी,
हश्बद्दाना,,हश्बद्दाना,
अंशछादन,,अंशछादन,
नमस्‍कार,,नमस्‍कार,
अनुमत,,अनुमत,
ध्न्यवाद,,ध्न्यवाद,
होनी,,होनी,
विच्छेदन,,विच्छेद,न
इनसानियत,,इनसान,ियत
स्थानापत्र,,स्थानापत्र,
षट्कोण,,षट्कोण,
दिकावा,,दिकावा,
सूत्रात्मकता,,सूत्रात्मक,ता
विजुअल,,विजुअल,
राष्ट्रपतिभवन,,राष्ट्रपतिभवन,
ट्रेंच,,ट्रेंच,
अल्पवादी,,अल्पवादी,
सांसारिक,,सांसार,िक
क्रान्तिकारी,,क्रान्तिकारी,
अस्तित्ववादी,,अस्तित्ववादी,
अकल्पनाशील,,अकल्पनाशील,
पुनर्भरण,,पुनर्भरण,
छूत,,छूत,
बयाह,,बयाह,
चिउरा,,चिउरा,
झगडालू,,झगडा,लू
वानरीय,,वानर,ीय
उत्सर्जित,,उत्सर्जित,
विश्लेषी,,विश्लेष,ी
पूर्णरुप,,पूर्णरुप,
दोनों,,दोनों,
सन्तसुलभ,,सन्तसुलभ,
इसिके,,इसिके,
अनगम,,अनगम,
अंतरामिश्रित,,अंतरामिश्रित,
बढ़ते,,बढ़,ते
अवशीत,,अवशीत,
पर्तीति,,पर्तीति,
सारणीबद्ध,,सारणीबद्ध,
हिंदीतर,,हिंदीतर,
बर्तावअ,,बर्तावअ,
क्यूसाइन,,क्यूसाइन,
दर्दीला,,दर्द,ीला
हकदार,,हकदार,
युक्तिपूर्ण,,युक्तिपूर्ण,
नाराज,,नाराज,
बिखरकर,,बिखरकर,
ऐलेन,,ऐलेन,
हेल्कथस्सूरीम,,हेल्कथस्सूरीम,
ध्वनि,,ध्वनि,
हारीफ,,हारीफ,
कालनियम,,कालनियम,
आशेरियों,,आशेरि,यों
भोग,,भोग,
गाढ़ी,,गाढ़ी,
युसुफ,,युसुफ,
मानापमान,,मानापमान,
ब्रांच,,ब्रांच,
भणडारियों,,भणडारी,ियों
साइज़,,साइज़,
फलीदार,,फलीदार,
संवेदनहीनता,,संवेदनहीन,ता
नम्बू,,नम्बू,
हसर्शूसा,,हसर्शूसा,
खोयी,,खोयी,
अरबियों,,अरबी,ियों
मन्त्र,,मन्त्र,
ढांपनेवाली,,ढांपनेवाली,
देखन,,देखन,
रूख,,रूख,
सिखाये,,सिखा,ये
कर्तन,,कर्तन,
शुक्तिक,,शुक्तिक,
चर्ड्,,चर्ड्,
डालूंगा,,डालू,ंगा
द्विवेदी,,द्विवेदी,
फ़ाइल,,फ़ाइल,
परना,,परना,
बंजर,,बंजर,
आजाएँ,,आजा,एँ
जूतियां,,जूती,ियां
क्षुद्रों,,क्षुद्र,ों
नाचे,,नाच,े
मिक्लोत,,मिक्लोत,
सहराज्य,,सहराज्य,
पुरस्‍कार,,पुरस्‍कार,
बिल्नूई,,बिल्नूई,
पंखदार,,पंखदार,
पाता,,पा,ता
आरामकुर्सी,,आरामकुर्सी,
वश्य,,वश्य,
फ़्लपी,,फ़्लपी,
दंडमुक्ति,,दंडमुक्त,ि
अपनत्व,,अपनत्व,
निर्वाचित,,निर्वाचित,
अन्यतर,,अन्यतर,
टिड्डियों,,टिड्डी,ियों
यरोबाम,,यरोबाम,
भगोड़ा,,भगोड़ा,
कुदने,,कुद,ने
नतीज़ा,,नतीज़ा,
उपजाती,,उपज,ाती
मैनहोल,,मैनहोल,
अप्रभावी,अ,प्रभाव,ी
अंतत,,अंतत,
चिढ़ाते,,चिढ़,ाते
नागफनी,,नागफनी,
शुभ्रा,,शुभ्रा,
हिलाएंगे,,हिल,ाएंगे
अस्तन्यता,,अस्तन्यता,
ताजे,,ताजा,े
जीहुजूरिया,,जीहुजूरिया,
सीमावर्ती,,सीमावर्ती,
छिनना,,छिनना,
यन्ट्र,,यन्ट्र,
टाँगहीन,,टाँगहीन,
कोसाम,,कोसाम,
पुलनिरर्थक,,पुलनिरर्थक,
साझाकोश,,साझाकोश,
डाँवाँडोल,,डाँवाँडोल,
आसु,,आसु,
ओर्नान,,ओर्नान,
कुतूहलजाग,,कुतूहलजाग,
जूडो,,जूडो,
तोतला,,तोतला,
लेटीस,,लेटीस,
हार्वी,,हार्वी,
अर्धवार्षिक,,अर्धवार्षिक,
इच्छादौर्बल्य,,इच्छादौर्बल्य,
ठगे,,ठग,े
खाट,,खाट,
मंत्रि,,मंत्रि,
धरती,,धरती,
छीलना,,छीलना,
सदुपयोग,,सदुपयोग,
विभाव,,विभाव,
अधिकांशतः,,अधिकांश,तः
अनुवृद्धि,,अनुवृद्धि,
खुदवाया,,खुदवा,या
काँपने,,काँप,ने
मिलूं,,मिल,ूं
बचता,,बच,ता
दौड़ते,,दौड़,ते
मजदूर,,मजदूर,
हरिण,,हरिण,
हटाया,,हट,ाया
बझा,,बझा,
स्टंप,,स्टंप,
झुठा,,झुठ,ा
आत्मत्याग,,आत्मत्याग,
शस्त्रों,,शस्त्र,ों
बेकद्र,,बेकद्र,
चोगे,,चोगा,े
विच्छिन्न,,विच्छिन्न,
बोनट,,बोनट,
अक्षिकूप,,अक्षिकूप,
भय,,भय,
पहिराना,,पहिराना,
कसी,,कसी,
पदत्याग,,पदत्याग,
मुख्या,,मुख्या,
निशानेबाजी,,निशानेबाज,ी
मातृभूमि,,मातृभूमि,
भयंकर,,भयंकर,
डालिया,,डालि,या
जलावन,,जलावन,
कुन्दन,,कुन्दन,
नोंचना,,नोंच,ना
रसीन,,रसीन,
गैसीकरण,,गैसीकरण,
यंहा,,यंहा,
तडकना,,तडक,ना
ब्रोज़ार,,ब्रोज़ार,
दानशीलता,,दानशील,ता
कामवे,,कामवे,
अहीराम,,अहीराम,
विनिर्माण,,विनिर्माण,
जाज्वल्यमान,,जाज्वल्यमान,
अविरुद्ध,,अविरुद्ध,
सदस्‍य,,सदस्‍य,
समरूपता,,समरूप,ता
साम्य,,साम्य,
सर्वजया,,सर्वजया,
परिपूर्णता,,परिपूर्ण,ता
रीता,,रीता,
ठागना,,ठागना,
चशमा,,चशमा,
शब्दातिरेक,,शब्दातिरेक,
नीतिवादात्मक,,नीतिवादात्मक,
ग़ैरमिलनसार,,ग़ैरमिलनसार,
लोनिसेरा,,लोनिसेरा,
अर्धचेतना,,अर्धचेतना,
ठोकरें,,ठोकर,ें
लगता,,लग,ता
आजूबाजू,,आजूबाजू,
पहनी,,पहन,ी
माग,,माग,
जानकारों,,जानकार,ों
जनसाधारण,,जनसाधारण,
तिर्मुहानियों,,तिर्मुहानि,यों
चिन्हअ,,चिन्हअ,
कीश,,कीश,
घुलनशील,,घुलनशील,
श्लाघा,,श्लाघा,
अभिलाभ,,अभिलाभ,
सडाना,,सडाना,
धर्माधिकारी,,धर्माधिकार,ी
स्वरसाम्य,,स्वरसाम्य,
बूजी,,बूजी,
जलसंक्रामक,,जलसंक्रामक,
क्रोदित,,क्रोदित,
पाऐगा,,पाऐ,गा
कुँआरी,,कुँआरी,
टीकाकृत,,टीकाकृत,
परमपवित्र,,परमपवित्र,
रूका,,रूका,
उतरा,,उतर,ा
हदर,,हदर,
बेलरूस,,बेलरूस,
रग,,रग,
कार्मेलाइट,,कार्मेलाइट,
छल्ले,,छल्ला,े
कमाओगे,,कमा,ओगे
निर्जीवीकरण,,निर्जीवीकरण,
फ़र्मैटअना,,फ़र्मैटअना,
रोडी,,रोडी,
तुरंतई,,तुरंतई,
ओढ़ाकर,,ओढ़ाकर,
निर्धारक,,निर्धारक,
भूरी,,भूरी,
प्रसंभाव्यतावादी,,प्रसंभाव्यतावाद,ी
चटोरा,,चटोरा,
योसेप,,योसेप,
शमीरामोत,,शमीरामोत,
किरणे,,किरण,े
शिष्टाचारहीनतः,,शिष्टाचारहीन,तः
रक्त,,रक्त,
जाए,,जा,ए
विकलता,,विकल,ता
स्वर्गवास,,स्वर्गवास,
अविश्वासोत्पादक,अ,विश्वासोत्पादक,
डिक्की,,डिक्की,
विहीनता,,विहीन,ता
अलाइड,,अलाइड,
रहनेवाला,,रहनेवाला,
आधुनिक,,आधुनिक,
चुपड़ी,,चुपड़,ी
विघटनाभिक,,विघटनाभिक,
क्लब,,क्लब,
नीतिसंगत,,नीतिसंगत,
वाशबेसिन,,वाशबेसिन,
चिन्गारियाँ,,चिन्गारी,ियाँ
पहुं़चाया,,पहुं़च,ाया
निटंब,,निटंब,
जुड़वाँ,,जुड़वाँ,
१६,,१६,
अरना,,अरना,
गोत्रियों,,गोत्री,ियों
पशुवाहक,,पशुवाहक,
माणिकों,,माणिक,ों
गड़गड़ा,,गड़गड़,ा
बैना,,बैना,
चाहखोल,,चाहखोल,
लंपट,,लंपट,
छाएगी,,छाए,गी
इच्छाजनित,,इच्छाजनित,
आये,,आ,ये
यांग,,यांग,
गुणसुत्रीसंयोजन,,गुणसुत्रीसंयोजन,
अमूर्तवादी,,अमूर्तवाद,ी
सम्सामयिक,,सम्सामयिक,
वस्तुतः,,वस्तु,तः
शैलीकार,,शैलीकार,
निर्ल्लज,,निर्ल्लज,
पाऊ,,पाऊ,
उतारना,,उतार,ना
यदीद्याह,,यदीद्याह,
अकृत्रिमता,अ,कृत्रिम,ता
सैंटालम,,सैंटालम,
घूस,,घूस,
जमाए,,जमा,ए
बेबसी,,बेबस,ी
चमत्कार,,चमत्कार,
हंसों,,हंस,ों
वाक्यअ,,वाक्यअ,
नंदनवन,,नंदनवन,
स्वच्छंदतावाद,,स्वच्छंदतावाद,
खुचा,,खुचा,
हांफती,,हांफ,ती
स्वशासन,,स्वशासन,
ईर्ष्या,,ईर्ष्या,
वूगी,,वूगी,
ऐथिलीन,,ऐथिलीन,
टल,,टल,
झामक,,झामक,
ढालुआ,,ढालुआ,
ड्रम,,ड्रम,
उचककर,,उचककर,
कंठ,,कंठ,
निकलो,,निकल,ो
निकलेंगे,,निकल,ेंगे
विश्रांति,,विश्रांति,
सुरम्य,,सुरम्य,
अपरंपरागतता,,अपरंपरागत,ता
खिजाब,,खिजाब,
महनेदान,,महनेदान,
विशाल,,विशाल,
दूरचित्र,,दूरचित्र,
हड़तालों,,हड़ताल,ों
लड़क्,,लड़क्,
रून,,रून,
इकटठे,,इकटठा,े
फ़्यूज,,फ़्यूज,
रोष,,रोष,
मरकुस,,मरकुस,
क्रूरतापूर्ण,,क्रूरतापूर्ण,
चिडा,,चिड,ा
जश्न,,जश्न,
डींगमार,,डींगमार,
दूरमार,,दूरमार,
सोपानी,,सोपानी,
पेशावर,,पेशावर,
पोतों,,पोता,ों
रंजिश,,रंजिश,
लैवेंडर,,लैवेंडर,
रैयतदार,,रैयतदार,
श्वेताभ,,श्वेताभ,
गड़ा,,गड़ा,
ध्रुवण,,ध्रुवण,
यथासमय,,यथासमय,
द्रव्यमान,,द्रव्यमान,
घरेलूपन,,घरेलूपन,
अंतर्परजीवी,,अंतर्परजीवी,
प्रश्नसहित,,प्रश्नसहित,
काली,,काली,
पुछल्ला,,पुछल्ला,
भारिपन,,भारिपन,
निषैचण,,निषैचण,
चन्द्राकार,,चन्द्राकार,
उदिव्ग्न,,उदिव्ग्न,
शारार,,शारार,
अमलतास,,अमलतास,
खेदित,,खेदित,
अंतकारी,,अंतकारी,
पवनोत्पादन,,पवनोत्पादन,
चुपड़ना,,चुपड़,ना
पुष्टों,,पुष्ट,ों
डैनिश,,डैनिश,
जिंदाबाद,,जिंदाबाद,
झक्की,,झक्की,
डरवैयो,,डरवैयो,
चिंगारी,,चिंगारी,
टफ़ी,,टफ़ी,
किए,,किए,
नमकयुक्त,,नमकयुक्त,
अपूर्वविचारित,अ,पूर्वविचार,ित
दुर्घटना,,दुर्घटना,
घुँघराला,,घुँघराला,
चिक्कू,,चिक्कू,
अतिव्यापक,,अतिव्यापक,
पशुभीति,,पशुभीति,
बेपेंदीका,,बेपेंदीका,
लिस्टीरिया,,लिस्टीरिया,
फिस्स,,फिस्स,
विवेकव्शील,,विवेकव्शील,
बन्धु,,बन्धु,
कुंवारियां,,कुंवारि,यां
ढकेलते,,ढकेल,ते
रहना,,रहना,
जिखा,,जिखा,
वर्बिनाका,,वर्बिनाका,
सर्दियों,,सर्दि,यों
अचरज,,अचरज,
गिरनेवाली,,गिरनेवाली,
विशीष्ट,,विशीष्ट,
अनिष्कीटित,,अनिष्कीटित,
टेलिग्राम,,टेलिग्राम,
अइसन,,अइसन,
दीपवृक्ष,,दीपवृक्ष,
कौतूहल,,कौतूहल,
जिसे,,जिस,े
प्रार्थना,,प्रार्थना,
हेरीम्ग,,हेरीम्ग,
सिंघाड़ा,,सिंघाड़ा,
बेचारियाँ,,बेचारि,याँ
रिसेप्शनिस्ट,,रिसेप्शनिस्ट,
नामीबिया,,नामीबिया,
अविपाल,,अविपाल,
जानबूझा,,जानबूझा,
धाई,,धाई,
समता,,सम,ता
गीताई,,गीताई,
नीरश,,नीरश,
भेंजना,,भेंज,ना
व्यस्तता,,व्यस्त,ता
गशूरी,,गशूरी,
सावधन,,सावधन,
रूची,,रूची,
धनराशि,,धनराशि,
सूली,,सूली,
प्रचुरोद्भव,,प्रचुरोद्भव,
चिकने,,चिकना,े
पराक्रमी,,पराक्रम,ी
सच्ची,,सच्ची,
भाड़ेपर,,भाड़ेपर,
तकलीफ,,तकलीफ,
फैलाते,,फैला,ते
कुलअ,,कुलअ,
आसव,,आसव,
सिद्दीम,,सिद्दीम,
निश्शब्द,,निश्शब्द,
पटुकों,,पटुक,ों
पड़ोसिनों,,पड़ोसिन,ों
दर्शकीय,,दर्शक,ीय
प्यादा,,प्यादा,
सुक्ष्मदर्शी,,सुक्ष्मदर्शी,
मथुरा,,मथुरा,
एसीब्यूटोलौल,,एसीब्यूटोलौल,
शिष्टोक्ति,,शिष्टोक्ति,
मैट,,मैट,
बन्ना,,बन्ना,
एनामेल,,एनामेल,
किलोमीटर,,किलोमीटर,
पछताऊं,,पछता,ऊं
पौंग,,पौंग,
भाग्यवादी,,भाग्यवादी,
माद्,,माद्,
निकलोगे,,निक,लोगे
बेका,,बेका,
रेतीली,,रेत,ीली
ताराओं,,तारा,ओं
सम्बन्धवाचक,,सम्बन्धवाचक,
आकस्मिकता,,आकस्मिक,ता
एकरूपात्मक,,एकरूपात्मक,
पाठ्यक्रमअ,,पाठ्यक्रमअ,
पाइन,,पाइन,
स्थानांतर,,स्थानांतर,
साक्षर,,साक्षर,
उच्चगुणवत्ता,,उच्चगुणवत्ता,
डेड,,डेड,
स्‍टेशनों,,स्‍टेशन,ों
अंचित,,अंचित,
धर्मभीरू,,धर्मभीरू,
विस्मरणावस्था,,विस्मरणावस्था,
मुंड़ाता,,मुंड़ाता,
यहूदिया,,यहूदिया,
जायेगा,,जा,येगा
ताऊन,,ताऊन,
काईदार,,काईदार,
त्रिकोणमिति,,त्रिकोणमिति,
गिराने,,गिरा,ने
औरहर,,औरहर,
बढे,,बढे,
कमण्डल,,कमण्डल,
निन्दापूर्ण,,निन्दापूर्ण,
सानिध्य,,सानिध्य,
पक्षियों,,पक्षि,यों
आपत्ति,,आपत्ति,
सुरत,,सुरत,
चीन्हें,,चीन्हें,
प्रशंसात्मक,,प्रशंसात्मक,
तारांकित,,तारांकित,
महाकाव्य,,महाकाव्य,
घोपना,,घोपना,
तौलकर,,तौलकर,
प्रधानों,,प्रधान,ों
घाँठ,,घाँठ,
कंटेनर,,कंटेनर,
आएँगी,,आएँ,गी
लजाएंगे,,लजाएं,गे
कार्बुरेटर,,कार्बुरेटर,
दुग्धाम्ल,,दुग्धाम्ल,
उन्मुख,,उन्मुख,
प्रॉपर्टी,,प्रॉपर्टी,
रामचिरैया,,रामचिरैया,
वाकमैन,,वाकमैन,
चिताए,,चिता,ए
शीमोन,,शीमोन,
वर्णमाला,,वर्णमाला,
डिस्को,,डिस्को,
टॉयलैट,,टॉयलैट,
राजपत्र,,राजपत्र,
भू,,भू,
प्रतिष्ठित्र,,प्रतिष्ठित्र,
तिब्नी,,तिब्नी,
